0.00,28.30
1.00,29.60
2.00,30.90
3.00,32.20
4.00,33.50
5.00,34.80
6.00,36.10
7.00,37.40
8.00,38.70
9.00,40.00
10.00,41.30
11.00,42.60
12.00,43.90
13.00,45.20
14.00,46.50
15.00,47.80
16.00,49.10
17.00,50.40
18.00,51.70
19.00,53.00
20.00,54.30
21.00,55.60
22.00,56.90
23.00,58.20
24.00,59.50
25.00,60.80
26.00,62.10
27.00,63.40
28.00,64.70
29.00,66.00
30.00,67.30
31.00,68.60
32.00,69.90
33.00,71.20
34.00,72.50
35.00,73.80
36.00,75.10
37.00,76.40
38.00,77.70
39.00,79.00
40.00,80.30
41.00,81.60
42.00,82.90
43.00,84.20
44.00,85.50
45.00,86.80
46.00,88.10
47.00,89.40
48.00,90.70
49.00,92.00
50.00,93.30
51.00,94.60
52.00,95.90
53.00,97.20
54.00,98.50
55.00,99.80
56.00,101.10
57.00,102.40
58.00,103.70
59.00,105.00
60.00,106.30
61.00,107.60
62.00,108.90
63.00,110.20
64.00,111.50
65.00,112.80
66.00,114.10
67.00,115.40
68.00,116.70
69.00,118.00
70.00,119.30
71.00,120.60
72.00,121.90
73.00,123.20
74.00,124.50
75.00,125.80
76.00,127.10
77.00,128.40
78.00,129.70
79.00,131.00
80.00,132.30
81.00,133.60
82.00,134.90
83.00,136.20
84.00,137.50
85.00,138.80
86.00,140.10
87.00,141.40
88.00,142.70
89.00,144.00
90.00,145.30
91.00,146.60
92.00,147.90
93.00,149.20
94.00,150.50
95.00,151.80
96.00,153.10
97.00,154.40
98.00,155.70
99.00,157.00
